category,chain_id,context_formation,mechanism,reference,source_class,step_1_player_movement,step_2_space,step_3_opponent_response,step_4_team_adaptation,step_5_second_opponent_response,step_6_counter,step_7_outcome
TACTICAL_CAUSALITY,CC00012,4-2-3-1,creating_passing_lanes,core KB Section 67-68,C,number_10 in Z9 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z9,drop_off,a teammate exploits the resulting gap near Z18,shift_across,a follow-up action targets Z18 before the second response completes,progression
TACTICAL_CAUSALITY,CC00013,5-3-2,pulling_midfielders,core KB Section 67-68,C,ball_playing_cb in Z16 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z16,press_immediately,a teammate exploits the resulting gap near Z29,double_team,a follow-up action targets Z29 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00014,3-1-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,complete_forward in Z10 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z10,hand_over_marking,a teammate exploits the resulting gap near Z25,press_immediately,a follow-up action targets Z25 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00015,4-2-3-1,dragging_defenders,core KB Section 67-68,C,defensive_winger in Z25 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z25,press_immediately,a teammate exploits the resulting gap near Z17,double_team,a follow-up action targets Z17 before the second response completes,progression
TACTICAL_CAUSALITY,CC00016,4-4-2_diamond,dragging_defenders,core KB Section 67-68,C,deep_playmaker in Z7 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z7,press_immediately,a teammate exploits the resulting gap near Z21,shift_across,a follow-up action targets Z21 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00017,4-1-4-1,pinning_defenders,core KB Section 67-68,C,box_to_box in Z21 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z21,drop_off,a teammate exploits the resulting gap near Z19,drop_off,a follow-up action targets Z19 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00018,3-5-2,pinning_defenders,core KB Section 67-68,C,complete_forward in Z10 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z10,shift_across,a teammate exploits the resulting gap near Z19,shift_across,a follow-up action targets Z19 before the second response completes,progression
TACTICAL_CAUSALITY,CC00019,3-1-4-2,creating_gaps,core KB Section 67-68,C,shadow_striker in Z25 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z25,hold_shape,a teammate exploits the resulting gap near Z27,double_team,a follow-up action targets Z27 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00020,4-2-3-1,fixing_defenders,core KB Section 67-68,C,false_fb in Z8 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z8,step_up_together,a teammate exploits the resulting gap near Z29,drop_off,a follow-up action targets Z29 before the second response completes,progression
TACTICAL_CAUSALITY,CC00021,5-3-2,creating_gaps,core KB Section 67-68,C,mezzala in Z23 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z23,hold_shape,a teammate exploits the resulting gap near Z20,press_immediately,a follow-up action targets Z20 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00022,4-1-4-1,luring_into_pressing_traps,core KB Section 67-68,C,stopper in Z7 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z7,double_team,a teammate exploits the resulting gap near Z26,drop_off,a follow-up action targets Z26 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00023,4-3-3,pinning_defenders,core KB Section 67-68,C,segundo_volante in Z22 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z22,press_immediately,a teammate exploits the resulting gap near Z2,hold_shape,a follow-up action targets Z2 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00024,4-2-3-1,creating_gaps,core KB Section 67-68,C,defensive_winger in Z24 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z24,drop_off,a teammate exploits the resulting gap near Z27,recover_goal_side,a follow-up action targets Z27 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00025,4-1-4-1,luring_into_pressing_traps,core KB Section 67-68,C,shadow_striker in Z4 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z4,hold_shape,a teammate exploits the resulting gap near Z13,hand_over_marking,a follow-up action targets Z13 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00026,4-1-4-1,moving_defenders_from_danger_zones,core KB Section 67-68,C,traditional_winger in Z29 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z29,step_up_together,a teammate exploits the resulting gap near Z4,step_up_together,a follow-up action targets Z4 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00027,4-2-3-1,dragging_defenders,core KB Section 67-68,C,full_back in Z25 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z25,double_team,a teammate exploits the resulting gap near Z6,hand_over_marking,a follow-up action targets Z6 before the second response completes,progression
TACTICAL_CAUSALITY,CC00028,3-4-3,forcing_defensive_shift,core KB Section 67-68,C,shadow_striker in Z29 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z29,shift_across,a teammate exploits the resulting gap near Z1,hand_over_marking,a follow-up action targets Z1 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00029,3-1-4-2,pinning_defenders,core KB Section 67-68,C,trequartista in Z28 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z28,double_team,a teammate exploits the resulting gap near Z26,press_immediately,a follow-up action targets Z26 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00030,5-3-2,creating_weak_side_space,core KB Section 67-68,C,ball_playing_gk in Z19 commits numbers ball-side to open the far side,a spatial change occurs relative to Z19,hand_over_marking,a teammate exploits the resulting gap near Z4,recover_goal_side,a follow-up action targets Z4 before the second response completes,progression
TACTICAL_CAUSALITY,CC00031,3-5-2,forcing_defensive_shift,core KB Section 67-68,C,wide_target_man in Z25 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z25,drop_off,a teammate exploits the resulting gap near Z23,double_team,a follow-up action targets Z23 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00032,3-1-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,target_man in Z25 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z25,shift_across,a teammate exploits the resulting gap near Z15,recover_goal_side,a follow-up action targets Z15 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00033,4-2-2-2,forcing_defensive_shift,core KB Section 67-68,C,trequartista in Z29 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z29,step_up_together,a teammate exploits the resulting gap near Z18,hand_over_marking,a follow-up action targets Z18 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00034,3-1-4-2,creating_weak_side_space,core KB Section 67-68,C,inside_forward in Z1 commits numbers ball-side to open the far side,a spatial change occurs relative to Z1,recover_goal_side,a teammate exploits the resulting gap near Z13,step_up_together,a follow-up action targets Z13 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00035,3-1-4-2,forcing_defensive_shift,core KB Section 67-68,C,raumdeuter in Z30 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z30,drop_off,a teammate exploits the resulting gap near Z2,shift_across,a follow-up action targets Z2 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00036,4-2-3-1,pinning_defenders,core KB Section 67-68,C,attacking_fb in Z2 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z2,recover_goal_side,a teammate exploits the resulting gap near Z14,double_team,a follow-up action targets Z14 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00037,4-2-3-1,forcing_defensive_shift,core KB Section 67-68,C,defensive_winger in Z10 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z10,hold_shape,a teammate exploits the resulting gap near Z28,step_up_together,a follow-up action targets Z28 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00038,4-2-2-2,pinning_defenders,core KB Section 67-68,C,anchor_man in Z30 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z30,step_up_together,a teammate exploits the resulting gap near Z9,hand_over_marking,a follow-up action targets Z9 before the second response completes,progression
TACTICAL_CAUSALITY,CC00039,5-3-2,pulling_midfielders,core KB Section 67-68,C,destroyer in Z18 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z18,press_immediately,a teammate exploits the resulting gap near Z25,shift_across,a follow-up action targets Z25 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00040,4-4-2_diamond,luring_into_pressing_traps,core KB Section 67-68,C,number_10 in Z23 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z23,hold_shape,a teammate exploits the resulting gap near Z13,recover_goal_side,a follow-up action targets Z13 before the second response completes,progression
TACTICAL_CAUSALITY,CC00041,4-2-2-2,luring_into_pressing_traps,core KB Section 67-68,C,ball_playing_gk in Z16 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z16,hold_shape,a teammate exploits the resulting gap near Z27,shift_across,a follow-up action targets Z27 before the second response completes,progression
TACTICAL_CAUSALITY,CC00042,4-1-4-1,luring_into_pressing_traps,core KB Section 67-68,C,false_fb in Z3 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z3,hand_over_marking,a teammate exploits the resulting gap near Z22,shift_across,a follow-up action targets Z22 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00043,4-2-3-1,forcing_defensive_shift,core KB Section 67-68,C,number_10 in Z27 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z27,hand_over_marking,a teammate exploits the resulting gap near Z29,press_immediately,a follow-up action targets Z29 before the second response completes,progression
TACTICAL_CAUSALITY,CC00044,3-5-2,pinning_defenders,core KB Section 67-68,C,pressing_forward in Z12 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z12,press_immediately,a teammate exploits the resulting gap near Z3,hold_shape,a follow-up action targets Z3 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00045,4-3-3,luring_into_pressing_traps,core KB Section 67-68,C,deep_playmaker in Z27 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z27,shift_across,a teammate exploits the resulting gap near Z29,double_team,a follow-up action targets Z29 before the second response completes,progression
TACTICAL_CAUSALITY,CC00046,4-4-2,pulling_midfielders,core KB Section 67-68,C,inside_forward in Z30 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z30,step_up_together,a teammate exploits the resulting gap near Z20,step_up_together,a follow-up action targets Z20 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00047,4-1-4-1,pinning_defenders,core KB Section 67-68,C,wing_back in Z21 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z21,recover_goal_side,a teammate exploits the resulting gap near Z4,recover_goal_side,a follow-up action targets Z4 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00048,3-1-4-2,creating_weak_side_space,core KB Section 67-68,C,trequartista in Z3 commits numbers ball-side to open the far side,a spatial change occurs relative to Z3,double_team,a teammate exploits the resulting gap near Z11,step_up_together,a follow-up action targets Z11 before the second response completes,progression
TACTICAL_CAUSALITY,CC00049,4-3-3,dragging_defenders,core KB Section 67-68,C,defensive_winger in Z29 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z29,step_up_together,a teammate exploits the resulting gap near Z15,double_team,a follow-up action targets Z15 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00050,4-1-4-1,pinning_defenders,core KB Section 67-68,C,raumdeuter in Z28 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z28,drop_off,a teammate exploits the resulting gap near Z14,hold_shape,a follow-up action targets Z14 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00051,3-4-3,pinning_defenders,core KB Section 67-68,C,ball_playing_gk in Z23 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z23,double_team,a teammate exploits the resulting gap near Z10,step_up_together,a follow-up action targets Z10 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00052,4-2-2-2,dragging_defenders,core KB Section 67-68,C,deep_lying_forward in Z23 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z23,press_immediately,a teammate exploits the resulting gap near Z22,shift_across,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00053,3-4-3,moving_defenders_from_danger_zones,core KB Section 67-68,C,deep_lying_forward in Z28 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z28,hand_over_marking,a teammate exploits the resulting gap near Z9,recover_goal_side,a follow-up action targets Z9 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00054,5-3-2,fixing_defenders,core KB Section 67-68,C,cover_defender in Z26 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z26,step_up_together,a teammate exploits the resulting gap near Z6,shift_across,a follow-up action targets Z6 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00055,4-2-3-1,forcing_defensive_shift,core KB Section 67-68,C,deep_playmaker in Z30 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z30,press_immediately,a teammate exploits the resulting gap near Z15,step_up_together,a follow-up action targets Z15 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00056,4-2-2-2,luring_into_pressing_traps,core KB Section 67-68,C,deep_playmaker in Z29 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z29,hold_shape,a teammate exploits the resulting gap near Z21,recover_goal_side,a follow-up action targets Z21 before the second response completes,progression
TACTICAL_CAUSALITY,CC00057,4-2-3-1,creating_passing_lanes,core KB Section 67-68,C,pressing_forward in Z1 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z1,hand_over_marking,a teammate exploits the resulting gap near Z7,shift_across,a follow-up action targets Z7 before the second response completes,progression
TACTICAL_CAUSALITY,CC00058,3-5-2,pulling_midfielders,core KB Section 67-68,C,ball_playing_cb in Z22 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z22,double_team,a teammate exploits the resulting gap near Z19,step_up_together,a follow-up action targets Z19 before the second response completes,progression
TACTICAL_CAUSALITY,CC00059,3-4-3,dragging_defenders,core KB Section 67-68,C,poacher in Z18 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z18,hand_over_marking,a teammate exploits the resulting gap near Z6,shift_across,a follow-up action targets Z6 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00060,4-1-4-1,luring_into_pressing_traps,core KB Section 67-68,C,inverted_fb in Z22 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z22,recover_goal_side,a teammate exploits the resulting gap near Z11,step_up_together,a follow-up action targets Z11 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00061,5-3-2,creating_weak_side_space,core KB Section 67-68,C,full_back in Z10 commits numbers ball-side to open the far side,a spatial change occurs relative to Z10,press_immediately,a teammate exploits the resulting gap near Z30,step_up_together,a follow-up action targets Z30 before the second response completes,progression
TACTICAL_CAUSALITY,CC00062,3-1-4-2,pulling_midfielders,core KB Section 67-68,C,wing_back in Z29 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z29,hold_shape,a teammate exploits the resulting gap near Z18,shift_across,a follow-up action targets Z18 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00063,3-1-4-2,creating_weak_side_space,core KB Section 67-68,C,ball_playing_cb in Z6 commits numbers ball-side to open the far side,a spatial change occurs relative to Z6,hold_shape,a teammate exploits the resulting gap near Z14,shift_across,a follow-up action targets Z14 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00064,4-2-2-2,dragging_defenders,core KB Section 67-68,C,shot_stopper in Z16 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z16,press_immediately,a teammate exploits the resulting gap near Z27,recover_goal_side,a follow-up action targets Z27 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00065,4-4-2_diamond,creating_gaps,core KB Section 67-68,C,raumdeuter in Z15 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z15,shift_across,a teammate exploits the resulting gap near Z9,hold_shape,a follow-up action targets Z9 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00066,5-3-2,luring_into_pressing_traps,core KB Section 67-68,C,full_back in Z17 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z17,drop_off,a teammate exploits the resulting gap near Z26,hold_shape,a follow-up action targets Z26 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00067,4-4-2_diamond,pulling_midfielders,core KB Section 67-68,C,shadow_striker in Z26 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z26,recover_goal_side,a teammate exploits the resulting gap near Z28,double_team,a follow-up action targets Z28 before the second response completes,progression
TACTICAL_CAUSALITY,CC00068,4-4-2_diamond,creating_weak_side_space,core KB Section 67-68,C,advanced_playmaker in Z1 commits numbers ball-side to open the far side,a spatial change occurs relative to Z1,hold_shape,a teammate exploits the resulting gap near Z7,press_immediately,a follow-up action targets Z7 before the second response completes,progression
TACTICAL_CAUSALITY,CC00069,4-3-3,fixing_defenders,core KB Section 67-68,C,false_nine in Z17 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z17,step_up_together,a teammate exploits the resulting gap near Z22,drop_off,a follow-up action targets Z22 before the second response completes,progression
TACTICAL_CAUSALITY,CC00070,4-3-3,pulling_midfielders,core KB Section 67-68,C,wide_cb in Z19 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z19,press_immediately,a teammate exploits the resulting gap near Z25,double_team,a follow-up action targets Z25 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00071,4-4-2,dragging_defenders,core KB Section 67-68,C,false_nine in Z26 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z26,drop_off,a teammate exploits the resulting gap near Z5,recover_goal_side,a follow-up action targets Z5 before the second response completes,progression
TACTICAL_CAUSALITY,CC00072,4-2-2-2,pinning_defenders,core KB Section 67-68,C,target_man in Z27 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z27,recover_goal_side,a teammate exploits the resulting gap near Z15,hold_shape,a follow-up action targets Z15 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00073,4-4-2,pulling_midfielders,core KB Section 67-68,C,segundo_volante in Z13 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z13,hand_over_marking,a teammate exploits the resulting gap near Z20,press_immediately,a follow-up action targets Z20 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00074,4-2-3-1,creating_weak_side_space,core KB Section 67-68,C,raumdeuter in Z22 commits numbers ball-side to open the far side,a spatial change occurs relative to Z22,drop_off,a teammate exploits the resulting gap near Z9,recover_goal_side,a follow-up action targets Z9 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00075,4-2-3-1,creating_weak_side_space,core KB Section 67-68,C,deep_playmaker in Z5 commits numbers ball-side to open the far side,a spatial change occurs relative to Z5,press_immediately,a teammate exploits the resulting gap near Z4,double_team,a follow-up action targets Z4 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00076,3-5-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,pressing_forward in Z3 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z3,shift_across,a teammate exploits the resulting gap near Z15,drop_off,a follow-up action targets Z15 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00077,4-3-3,luring_into_pressing_traps,core KB Section 67-68,C,inside_forward in Z3 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z3,hold_shape,a teammate exploits the resulting gap near Z28,step_up_together,a follow-up action targets Z28 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00078,4-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,wide_target_man in Z9 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z9,recover_goal_side,a teammate exploits the resulting gap near Z27,shift_across,a follow-up action targets Z27 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00079,4-3-3,creating_gaps,core KB Section 67-68,C,inverted_fb in Z6 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z6,press_immediately,a teammate exploits the resulting gap near Z9,hold_shape,a follow-up action targets Z9 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00080,4-2-2-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,complete_forward in Z6 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z6,recover_goal_side,a teammate exploits the resulting gap near Z2,hand_over_marking,a follow-up action targets Z2 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00081,4-2-3-1,moving_defenders_from_danger_zones,core KB Section 67-68,C,aggressive_gk in Z30 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z30,press_immediately,a teammate exploits the resulting gap near Z3,press_immediately,a follow-up action targets Z3 before the second response completes,progression
TACTICAL_CAUSALITY,CC00082,4-2-3-1,moving_defenders_from_danger_zones,core KB Section 67-68,C,inverted_winger in Z21 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z21,press_immediately,a teammate exploits the resulting gap near Z23,double_team,a follow-up action targets Z23 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00083,4-1-4-1,forcing_defensive_shift,core KB Section 67-68,C,wide_target_man in Z9 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z9,shift_across,a teammate exploits the resulting gap near Z22,shift_across,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00084,3-5-2,forcing_defensive_shift,core KB Section 67-68,C,ball_winning_midfielder in Z19 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z19,double_team,a teammate exploits the resulting gap near Z16,press_immediately,a follow-up action targets Z16 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00085,5-3-2,creating_weak_side_space,core KB Section 67-68,C,inside_forward in Z21 commits numbers ball-side to open the far side,a spatial change occurs relative to Z21,shift_across,a teammate exploits the resulting gap near Z4,hold_shape,a follow-up action targets Z4 before the second response completes,progression
TACTICAL_CAUSALITY,CC00086,4-2-3-1,dragging_defenders,core KB Section 67-68,C,shadow_striker in Z24 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z24,shift_across,a teammate exploits the resulting gap near Z14,hold_shape,a follow-up action targets Z14 before the second response completes,progression
TACTICAL_CAUSALITY,CC00087,3-4-3,forcing_defensive_shift,core KB Section 67-68,C,anchor_man in Z6 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z6,press_immediately,a teammate exploits the resulting gap near Z16,shift_across,a follow-up action targets Z16 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00088,3-5-2,forcing_defensive_shift,core KB Section 67-68,C,poacher in Z23 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z23,drop_off,a teammate exploits the resulting gap near Z26,double_team,a follow-up action targets Z26 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00089,5-3-2,pinning_defenders,core KB Section 67-68,C,attacking_fb in Z28 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z28,recover_goal_side,a teammate exploits the resulting gap near Z26,press_immediately,a follow-up action targets Z26 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00090,3-1-4-2,creating_weak_side_space,core KB Section 67-68,C,ball_winning_midfielder in Z15 commits numbers ball-side to open the far side,a spatial change occurs relative to Z15,hold_shape,a teammate exploits the resulting gap near Z9,hand_over_marking,a follow-up action targets Z9 before the second response completes,progression
TACTICAL_CAUSALITY,CC00091,3-1-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,segundo_volante in Z9 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z9,press_immediately,a teammate exploits the resulting gap near Z11,hold_shape,a follow-up action targets Z11 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00092,3-5-2,creating_gaps,core KB Section 67-68,C,deep_lying_forward in Z25 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z25,shift_across,a teammate exploits the resulting gap near Z21,drop_off,a follow-up action targets Z21 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00093,4-3-3,pinning_defenders,core KB Section 67-68,C,shadow_striker in Z12 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z12,double_team,a teammate exploits the resulting gap near Z28,hold_shape,a follow-up action targets Z28 before the second response completes,progression
